dataset,p,component_1,component_2
QQQ,1,0.42169991,0.57830009
QQQ,1,1.00000000,0.00000000
QQQ,1,0.99933851,0.00066149
QQQ,1,0.13930281,0.86069719
QQQ,1,0.94921291,0.05078709
QQQ,1,0.13152554,0.86847446
QQQ,1,0.99977157,0.00022843
QQQ,1,0.14427945,0.85572055
QQQ,1,0.82530538,0.17469462
QQQ,1,0.88812938,0.11187062
QQQ,1,0.94784392,0.05215608
QQQ,1,0.15791685,0.84208315
QQQ,1,0.92056757,0.07943243
QQQ,1,0.99999961,0.00000039
QQQ,1,0.14391914,0.85608086
QQQ,1,0.27044631,0.72955369
QQQ,1,0.14674123,0.85325877
QQQ,1,0.69462299,0.30537701
QQQ,1,0.32450474,0.67549526
QQQ,1,0.12658482,0.87341518
QQQ,1,0.12867352,0.87132648
QQQ,1,0.13319088,0.86680912
QQQ,1,0.15439107,0.84560893
QQQ,1,0.27136648,0.72863352
QQQ,1,0.96585372,0.03414628
QQQ,1,0.13449363,0.86550637
QQQ,1,0.13456806,0.86543194
QQQ,1,0.99999006,0.00000994
QQQ,1,0.99991912,0.00008088
QQQ,1,0.15166522,0.84833478
QQQ,1,0.99547745,0.00452255
QQQ,1,0.20570424,0.79429576
QQQ,1,1.00000000,0.00000000
QQQ,1,0.15883511,0.84116489
QQQ,1,0.53562245,0.46437755
QQQ,1,0.63945342,0.36054658
QQQ,1,0.99757626,0.00242374
QQQ,1,0.65123618,0.34876382
QQQ,1,0.69605047,0.30394953
QQQ,1,0.88279218,0.11720782
QQQ,1,0.26307087,0.73692913
QQQ,1,0.17075831,0.82924169
QQQ,1,0.34274802,0.65725198
QQQ,1,0.64483797,0.35516203
QQQ,1,0.14035159,0.85964841
QQQ,1,0.12580821,0.87419179
QQQ,1,0.97559513,0.02440487
QQQ,1,0.59329293,0.40670707
QQQ,1,0.36573739,0.63426261
QQQ,1,0.41030673,0.58969327
QQQ,1,0.14934217,0.85065783
QQQ,1,0.99981369,0.00018631
QQQ,1,0.12717812,0.87282188
QQQ,1,0.19030288,0.80969712
QQQ,1,0.55481371,0.44518629
QQQ,1,0.22318842,0.77681158
QQQ,1,0.99817099,0.00182901
QQQ,1,0.19440102,0.80559898
QQQ,1,0.99995042,0.00004958
QQQ,1,0.22329385,0.77670615
QQQ,1,0.99959780,0.00040220
