dataset,p,component_1,component_2
SPY,4,0.06818122,0.93181878
SPY,4,0.09643447,0.90356553
SPY,4,0.09989022,0.90010978
SPY,4,0.07244504,0.92755496
SPY,4,0.12409762,0.87590238
SPY,4,0.07160364,0.92839636
SPY,4,0.09352984,0.90647016
SPY,4,0.09159887,0.90840113
SPY,4,0.61763935,0.38236065
SPY,4,0.08024455,0.91975545
SPY,4,0.09242370,0.90757630
SPY,4,0.06816673,0.93183327
SPY,4,0.07101295,0.92898705
SPY,4,0.07772623,0.92227377
SPY,4,0.09849034,0.90150966
SPY,4,0.07018593,0.92981407
SPY,4,0.06832812,0.93167188
SPY,4,0.10063922,0.89936078
SPY,4,0.07164016,0.92835984
SPY,4,0.06870933,0.93129067
SPY,4,0.10399341,0.89600659
SPY,4,0.23414613,0.76585387
SPY,4,0.06946893,0.93053107
SPY,4,0.06975296,0.93024704
SPY,4,0.07615374,0.92384626
SPY,4,0.06874612,0.93125388
SPY,4,0.41752040,0.58247960
SPY,4,0.06842878,0.93157122
SPY,4,0.07191628,0.92808372
SPY,4,0.09103692,0.90896308
SPY,4,0.22923754,0.77076246
SPY,4,0.07351149,0.92648851
SPY,4,0.12844959,0.87155041
SPY,4,0.46604744,0.53395256
SPY,4,0.06846299,0.93153701
SPY,4,0.22441228,0.77558772
SPY,4,0.08852066,0.91147934
SPY,4,0.10717644,0.89282356
SPY,4,0.71733688,0.28266312
SPY,4,0.06829199,0.93170801
SPY,4,0.06977027,0.93022973
SPY,4,0.10033456,0.89966544
SPY,4,0.11981888,0.88018112
SPY,4,0.07044401,0.92955599
SPY,4,0.10951828,0.89048172
SPY,4,0.55091475,0.44908525
SPY,4,0.06827289,0.93172711
SPY,4,0.24439971,0.75560029
SPY,4,0.10184264,0.89815736
SPY,4,0.15522638,0.84477362
SPY,4,0.09883963,0.90116037
SPY,4,0.10573593,0.89426407
SPY,4,0.16427294,0.83572706
SPY,4,0.06822252,0.93177748
SPY,4,0.19436467,0.80563533
SPY,4,0.06840284,0.93159716
SPY,4,0.07819226,0.92180774
SPY,4,0.09298852,0.90701148
SPY,4,0.07106285,0.92893715
SPY,4,0.11008633,0.88991367
SPY,4,0.11030235,0.88969765
SPY,4,0.20202977,0.79797023
SPY,4,0.25544480,0.74455520
SPY,4,0.07821329,0.92178671
SPY,4,0.07051357,0.92948643
SPY,4,0.12574141,0.87425859
SPY,4,0.23264347,0.76735653
SPY,4,0.06830805,0.93169195
SPY,4,0.07400746,0.92599254
SPY,4,0.09514390,0.90485610
SPY,4,0.45363459,0.54636541
SPY,4,0.07988462,0.92011538
SPY,4,0.24384968,0.75615032
